project,language,commits,bcommits,Algo,Conc,Mem,Prog,Fail,Perf,Sec,tins,devs,max_commit_age
teamcapybara/capybara,JavaScript,66,13,0,0,0,13,8,2,3,10858,15,3660
teamcapybara/capybara,Ruby,7033,967,4,23,21,919,496,14,457,72725,262,3685
telegramdesktop/tdesktop,C,15991,2170,15,91,117,1947,1472,43,655,324993,31,1992
telegramdesktop/tdesktop,C++,26830,4916,40,199,264,4413,3223,93,1600,919966,64,1992
telegramdesktop/tdesktop,Objective-C,488,134,4,15,4,111,100,2,32,21679,6,1971
telegramdesktop/tdesktop,Python,124,18,0,0,1,17,13,0,5,4184,3,1986
tensorflow/models,C,542,42,0,23,1,18,40,0,2,28772,14,1280
tensorflow/models,C++,856,52,0,31,1,20,51,0,1,80357,20,1353
tensorflow/models,Python,10262,1995,17,49,40,1889,1299,36,660,663267,517,1426
tensorflow/tensorflow,C,36677,4388,65,190,401,3732,2744,141,1503,914321,689,1495
tensorflow/tensorflow,C++,89640,12174,231,423,1220,10300,8943,434,2797,3116477,1002,1494
tensorflow/tensorflow,Go,1013,84,0,6,12,66,68,4,12,4096623,58,1204
tensorflow/tensorflow,Java,1387,219,0,6,5,208,166,3,50,53650,116,1489
tensorflow/tensorflow,JavaScript,105,22,1,0,0,21,20,1,1,1484,16,575
tensorflow/tensorflow,Objective-C,276,48,1,1,0,46,42,0,6,15226,30,1278
tensorflow/tensorflow,Python,83438,14242,193,238,582,13229,10432,231,3579,2798016,1668,1495
tensorflow/tensorflow,Swift,157,1,0,0,0,1,1,0,0,5666,4,245
tensorflow/tensorflow,TypeScript,2038,327,5,1,16,305,286,5,36,73627,46,581
tensorflow/tfjs,C,140,21,0,0,2,19,16,0,5,2150,8,655
tensorflow/tfjs,C++,283,54,0,0,9,45,44,0,10,9347,9,655
tensorflow/tfjs,JavaScript,416,79,3,0,4,72,56,0,23,30918,21,859
tensorflow/tfjs,Python,599,188,4,0,0,184,142,8,38,27980,27,853
tensorflow/tfjs,TypeScript,14278,2835,167,28,224,2416,1790,67,978,417818,158,859
tesseract-ocr/tesseract,C,5332,1385,2,1,101,1281,1080,28,277,217687,71,4655
tesseract-ocr/tesseract,C++,8197,2742,5,3,283,2451,2197,47,498,545364,97,4655
tesseract-ocr/tesseract,Java,63,35,0,0,3,32,35,0,0,2669,4,3802
tesseract-ocr/tesseract,Python,51,23,0,0,0,23,9,0,14,4356,11,2804
testerSunshine/12306,Python,703,96,0,0,1,95,5,0,91,10841,20,884
the-control-group/voyager,JavaScript,2174,143,1,0,1,141,117,0,26,707699,48,1114
the-control-group/voyager,PHP,5622,2265,10,1,24,2230,1557,1,707,102576,357,1134
thephpleague/flysystem,JavaScript,19,1,0,0,0,1,1,0,0,1324,1,475
thephpleague/flysystem,PHP,2202,826,3,6,46,771,252,164,410,33706,132,2233
thepracticaldev/dev.to,JavaScript,1135,421,5,1,69,346,250,17,154,30061,83,645
thepracticaldev/dev.to,Ruby,7201,2475,56,40,108,2271,1349,104,1022,71998,169,650
thoughtbot/bourbon,Ruby,348,28,0,1,0,27,15,0,13,2717,33,2944
thoughtbot/paperclip,Ruby,3137,681,9,8,33,631,391,7,283,37739,341,4009
tmux/tmux,C,16637,3565,39,81,543,2902,2177,27,1361,261043,42,4537
tmuxinator/tmuxinator,Ruby,685,182,6,0,6,170,102,0,80,7732,79,3278
tobie/ua-parser,C#,77,6,0,0,0,6,3,0,3,2196,6,676
tobie/ua-parser,Go,31,0,0,0,0,0,0,0,0,687,2,522
tobie/ua-parser,Java,92,28,0,0,9,19,21,0,7,2218,7,837
tobie/ua-parser,JavaScript,68,3,0,0,0,3,2,0,1,23768,4,1197
tobie/ua-parser,PHP,326,42,0,1,0,41,15,3,24,8872,10,949
tobie/ua-parser,Perl,18,1,0,0,0,1,0,0,1,3085,5,946
tobie/ua-parser,Python,70,20,0,0,0,20,14,0,6,1739,17,946
tootsuite/mastodon,CoffeeScript,31,4,0,0,0,4,2,0,2,93,1,222
tootsuite/mastodon,JavaScript,6031,2054,44,21,115,1874,1043,46,965,67483,250,1387
tootsuite/mastodon,Ruby,11028,3965,34,64,220,3647,1870,174,1921,106695,258,1386
torch/torch7,C,1154,226,2,8,22,194,117,6,103,33298,112,2064
torch/torch7,Lua,428,97,0,2,12,83,51,2,44,11290,91,1992
tornadoweb/tornado,C,10,4,0,0,0,4,2,0,2,208,7,3724
tornadoweb/tornado,JavaScript,12,2,0,0,0,2,1,0,1,269,7,3212
tornadoweb/tornado,Python,6669,1366,35,71,98,1162,655,34,677,100285,370,3732
torvalds/linux,Assembly,57,23,0,5,3,15,18,2,3,6268,24,4847
torvalds/linux,C,1693978,414281,8940,32078,89709,283554,336756,15055,62470,42539088,26529,6655
torvalds/linux,C++,120,32,0,2,3,27,28,0,4,3326,32,5227
torvalds/linux,Perl,1455,396,5,3,20,368,297,5,94,51734,278,5256
torvalds/linux,Python,830,148,5,2,4,137,139,1,8,43613,139,4887
trekhleb/javascript-algorithms,JavaScript,997,152,7,0,8,137,45,1,106,24651,52,456
tristanhimmelman/ObjectMapper,C,21,0,0,0,0,0,0,0,0,229,4,1489
tristanhimmelman/ObjectMapper,Swift,1225,156,0,1,4,151,107,5,44,24932,93,1697
tsenart/vegeta,Go,679,146,4,3,16,123,95,6,45,29988,39,2273
turbolinks/turbolinks-classic,CoffeeScript,332,108,0,0,22,86,63,4,41,3031,51,1112
turbolinks/turbolinks-classic,Ruby,134,34,0,0,7,27,12,0,22,1429,21,1124
twbs/bootstrap,JavaScript,9544,1447,5,14,24,1404,597,85,765,326022,300,3134
twbs/bootstrap,Python,11,3,1,0,1,1,2,0,1,263,4,631
twbs/bootstrap,Ruby,36,12,0,0,0,12,7,0,5,207,13,1343
twbs/bootstrap-sass,JavaScript,925,47,0,0,1,46,41,0,6,21815,14,2703
twbs/bootstrap-sass,Ruby,595,102,0,1,4,97,27,0,75,4487,31,2681
twitter-archive/flockdb,Ruby,13,1,0,0,0,1,0,0,1,1709,2,533
twitter-archive/flockdb,Scala,1380,233,1,30,13,189,34,0,199,13441,18,722
twitter-archive/gizzard,Ruby,18,2,0,2,0,0,0,0,2,906,4,47
twitter-archive/gizzard,Scala,2893,326,0,3,18,305,57,8,261,31099,29,793
twitter-archive/kestrel,Java,14,1,0,0,0,1,0,0,1,0,1,89
twitter-archive/kestrel,Scala,1781,305,19,35,26,225,152,7,146,29402,37,2707
twitter-archive/snowflake,Java,15,0,0,0,0,0,0,0,0,0,3,607
twitter-archive/snowflake,Ruby,16,1,0,0,0,1,0,0,1,70,4,1464
twitter-archive/snowflake,Scala,349,34,1,0,2,31,7,0,27,2511,14,1539
twitter/finagle,Java,902,154,0,7,13,134,101,0,53,69232,72,3336
twitter/finagle,Python,25,4,0,0,1,3,2,0,2,367,12,2415
twitter/finagle,Ruby,52,7,0,0,0,7,7,0,0,1015,9,1827
twitter/finagle,Scala,26146,5199,102,361,892,3844,3765,128,1306,513750,370,3340
twitter/scalding,Java,103,15,0,0,0,15,9,0,6,5749,18,2127
twitter/scalding,Ruby,109,23,0,0,1,22,12,2,9,2203,30,2702
twitter/scalding,Scala,6313,913,14,6,43,850,363,42,508,140091,204,2885
twitter/summingbird,Java,186,11,0,0,1,10,7,0,4,2249,6,1330
twitter/summingbird,Scala,3725,475,4,16,38,417,225,1,249,58754,44,2226
twitter/twemproxy,C,592,104,0,3,18,83,45,8,51,12558,33,2212
twitter/twemproxy,Python,33,3,0,0,0,3,2,0,1,1802,6,1051
twitter/util,Java,251,20,0,3,0,17,17,0,3,6748,48,3324
twitter/util,Scala,5319,1023,5,185,109,724,750,47,226,131079,237,3412
tymondesigns/jwt-auth,PHP,2756,1054,1,0,15,1038,479,70,505,23314,67,1830
typelevel/cats,Scala,8596,1560,0,9,95,1456,817,67,676,104429,274,1777
typeorm/typeorm,JavaScript,22,4,0,0,0,4,0,0,4,909,5,1180
typeorm/typeorm,TypeScript,16649,4288,28,96,110,4054,1788,169,2331,268431,321,1375
uglide/RedisDesktopManager,C,3151,339,2,26,28,283,151,13,175,204135,11,2259
uglide/RedisDesktopManager,C++,3365,523,4,33,53,433,228,19,276,308579,21,2260
uglide/RedisDesktopManager,JavaScript,58,22,0,0,0,22,13,0,9,2104,4,1741
uglide/RedisDesktopManager,Python,825,13,0,0,0,13,10,0,3,72520,2,2123
uglide/RedisDesktopManager,TypeScript,106,19,0,4,0,15,6,0,13,18531,16,1130
ustbhuangyi/better-scroll,JavaScript,1318,180,2,13,3,162,101,1,78,61941,24,1334
ustbhuangyi/better-scroll,TypeScript,1302,217,4,0,3,210,82,6,129,38067,15,738
v2ray/v2ray-core,Go,15190,1196,22,64,78,1032,262,16,918,357233,50,1555
v8/v8,C,96521,15805,205,499,3911,11190,14410,636,759,1294661,671,4178
v8/v8,C++,190440,35775,358,1014,7848,26555,32407,1615,1753,5043779,737,4178
v8/v8,JavaScript,34475,6752,71,67,862,5752,6105,285,362,1445442,409,4177
v8/v8,Lua,34,11,0,0,0,11,9,1,1,791,16,3155
v8/v8,Python,5919,778,19,17,85,657,738,19,21,150453,299,4176
v8/v8,TypeScript,318,88,1,0,8,79,88,0,0,4497,6,548
vapor/vapor,C,22,0,0,0,0,0,0,0,0,217018,7,1335
vapor/vapor,Swift,16445,1507,12,111,79,1305,449,76,982,325317,134,1422
videolan/x265,Assembly,2195,200,1,0,25,174,63,3,134,383624,41,2188
videolan/x265,C,7947,691,17,52,126,496,376,28,287,106179,113,2384
videolan/x265,C++,16258,2327,57,123,340,1807,1203,72,1052,483802,151,2384
videolan/x265,Python,20,0,0,0,0,0,0,0,0,319,3,614
virtualagc/virtualagc,C,1175,316,2,2,30,282,195,16,105,103615,13,4135
virtualagc/virtualagc,C++,147,24,0,0,1,23,16,0,8,35506,7,3807
virtualagc/virtualagc,Python,365,80,3,1,5,71,57,3,20,17353,4,3631
vnpy/vnpy,C,2737,29,0,0,0,29,0,0,29,700145,13,1698
vnpy/vnpy,C++,3137,32,0,2,0,30,20,0,12,475825,14,1663
vnpy/vnpy,Python,7054,514,8,3,2,501,104,8,402,537562,88,1718
vuejs/vue,JavaScript,7645,1947,17,6,90,1834,738,42,1167,479939,239,1333
vuejs/vue,TypeScript,223,96,0,0,0,96,56,0,40,2295,46,1162
vuetifyjs/vuetify,JavaScript,15474,4286,208,24,113,3941,2779,53,1454,422213,190,1175
vuetifyjs/vuetify,TypeScript,3497,1485,58,22,50,1355,887,9,589,58703,150,852
vurtun/nuklear,C,2698,982,4,2,72,904,462,5,515,288633,94,1671
vurtun/nuklear,C++,17,6,0,0,0,6,1,0,5,737,4,747
vurtun/nuklear,Objective-C,22,0,0,0,0,0,0,0,0,2339,3,354
wagoodman/dive,Go,922,178,0,0,13,165,78,3,97,23256,13,563
webmin/webmin,C,38,8,0,0,0,8,1,0,7,716,3,4042
webmin/webmin,Java,119,8,0,0,0,8,2,0,6,2852,2,3856
webmin/webmin,JavaScript,753,16,0,0,0,16,4,0,12,114962,7,3986
webmin/webmin,Perl,8588,2149,11,15,43,2080,277,51,1821,268644,67,4624
webmin/webmin,Python,16,2,0,0,0,2,1,0,1,2203,3,3714
webmin/webmin,Swift,107,7,0,0,0,7,0,0,7,364,3,3985
webpack/webpack,CoffeeScript,22,7,0,0,0,7,0,0,7,129,4,2316
webpack/webpack,JavaScript,22166,4680,34,32,258,4356,1887,154,2639,303765,553,2826
webpack/webpack,TypeScript,223,49,0,0,4,45,16,0,33,5136,29,2500
wireapp/wire-android,Java,4922,572,2,5,18,547,216,12,344,67788,29,1437
wireapp/wire-android,Scala,8760,1808,59,78,95,1576,774,16,1018,211026,34,1439
x64dbg/x64dbg,C,4863,1133,11,70,146,906,838,15,280,157243,68,2201
x64dbg/x64dbg,C++,9505,2978,35,160,402,2381,2040,39,899,318519,92,2201
x64dbg/x64dbg,TypeScript,33,6,0,0,1,5,5,0,1,22266,2,49
xmartlabs/Eureka,Swift,1578,478,9,1,16,452,211,0,267,29538,126,1514
yahoo/kafka-manager,Scala,1189,139,1,3,3,132,55,1,83,21650,55,1553
yakyak/yakyak,CoffeeScript,1587,294,2,2,10,280,130,2,162,16409,65,1357
yakyak/yakyak,JavaScript,12,1,0,0,0,1,1,0,0,163,2,3
yarnpkg/yarn,JavaScript,6373,2842,57,46,134,2605,1691,72,1079,93317,482,1417
ycm-core/YouCompleteMe,C,7381,129,0,10,5,114,41,74,14,624126,6,2731
ycm-core/YouCompleteMe,C++,17712,145,2,20,12,111,88,7,50,1715917,15,2777
ycm-core/YouCompleteMe,Python,2385,532,6,27,46,453,322,9,201,57623,59,2784
yiisoft/yii2,JavaScript,968,293,1,5,4,283,124,6,163,53924,89,2411
yiisoft/yii2,PHP,33998,10282,220,137,316,9609,5443,206,4633,753124,871,3071
ytdl-org/youtube-dl,Python,20402,4733,21,10,84,4618,2138,25,2570,299470,806,2939
yuki-kimoto/gitprep,JavaScript,134,0,0,0,0,0,0,0,0,7254,1,1626
yuki-kimoto/gitprep,PHP,8,1,0,0,0,1,0,0,1,149,1,808
yuki-kimoto/gitprep,Perl,1152,100,1,1,4,94,53,0,47,29421,6,2036
zxing/zxing,C,2051,128,0,0,60,68,120,0,8,37388,18,2104
zxing/zxing,C#,629,22,0,0,0,22,22,0,0,63181,4,1582
zxing/zxing,C++,1666,153,0,0,52,101,153,0,0,87298,20,1990
zxing/zxing,Java,8063,928,26,21,35,846,740,17,171,160422,82,4297
zxing/zxing,Objective-C,846,111,0,0,55,56,102,0,9,18623,11,2104
zxing/zxing,Python,381,0,0,0,0,0,0,0,0,47459,6,1879
